Compound,Date,Negative,Neutral,Positive,Text,Tweets Ago,User
0.0,Tue Mar 20 14:10:13 +0000 2018,0.0,1.0,0.0,"There has been, on average, 1 school shooting every week this year https://t.co/TFkgODHjDU https://t.co/7IK0NtPsKM",48,@CNN
-0.4939,Tue Mar 20 14:00:06 +0000 2018,0.144,0.856,0.0,"""We swipe left on your attempted scare tactics"": Female-friendly dating app Bumble took out a full-page ad in the N… https://t.co/vSfrhdNOEM",49,@CNN
-0.3612,Tue Mar 20 13:54:35 +0000 2018,0.122,0.878,0.0,"JUST IN: Police in Austin, Texas, are responding to a suspicious package at another FedEx facility.

A package at a… https://t.co/vXcO9lzCIQ",50,@CNN
-0.6249,Tue Mar 20 13:40:06 +0000 2018,0.272,0.728,0.0,This is how lawmakers plan to end the opioid crisis https://t.co/RqCTL6Eiue https://t.co/Ds0C57hAMl,51,@CNN
0.0,Tue Mar 20 13:30:30 +0000 2018,0.0,1.0,0.0,Former Cambridge Analytica contractor Christopher Wylie tells CNN’s @donlemon that he helped build a “psychological… https://t.co/mlsw9O6OY4,52,@CNN
0.8481,Tue Mar 20 13:14:24 +0000 2018,0.0,0.687,0.313,"Here’s a look from the scene outside Great Mills High School in Great Mills, Maryland, which is currently on lockdo… https://t.co/HqZMB7Gxd9",53,@CNN
0.6249,Tue Mar 20 13:07:20 +0000 2018,0.0,0.823,0.177,"Agents with the FBI and ATF are responding to the reported shooting at a high school in Great Mills, Maryland… https://t.co/i1vl1AHwUU",54,@CNN
0.0,Tue Mar 20 12:51:57 +0000 2018,0.0,1.0,0.0,"The school is on lock down, according to the school district, and the incident has been contained.

Follow for upda… https://t.co/M0I07ONc4n",55,@CNN
0.8481,Tue Mar 20 12:43:12 +0000 2018,0.0,0.687,0.313,BREAKING: St. Mary’s County Public Schools says there has been a shooting at Great Mills High School in Great Mills… https://t.co/n1lLVTSzGv,56,@CNN
0.0,Tue Mar 20 12:40:06 +0000 2018,0.0,1.0,0.0,Delta Airlines misrouted an Idaho man's 8-week-old puppy on a cross-country trip -- landing in Las Vegas and Salt L… https://t.co/zWB4sbm1iG,57,@CNN
-0.4767,Tue Mar 20 12:30:03 +0000 2018,0.14,0.86,0.0,The younger brother of the Parkland gunman was arrested Monday for trespassing on the campus of Marjory Stoneman Do… https://t.co/4EvL7EBc6E,58,@CNN
0.0,Tue Mar 20 12:20:12 +0000 2018,0.0,1.0,0.0,Robert Mueller has Donald Trump in a box. | Analysis by @StCollinson https://t.co/EenPN3xyq7 https://t.co/47ImR1v3zj,59,@CNN
-0.6369,Tue Mar 20 12:10:08 +0000 2018,0.226,0.704,0.07,A load of gold worth up to $54 million went missing during the Civil War. There may be a break in the case.… https://t.co/0JhOYk2vaw,60,@CNN
0.34,Tue Mar 20 12:00:11 +0000 2018,0.0,0.882,0.118,"Facebook's value plunges $37 billion on news that data firm Cambridge Analytica, which had ties to Trump's campaign… https://t.co/pTaWnIxceP",61,@CNN
-0.1027,Tue Mar 20 11:53:06 +0000 2018,0.14,0.736,0.124,"The world's last male northern white rhino has died, leaving only two females left to save the subspecies from exti… https://t.co/xDwFSk3ndr",62,@CNN
0.0,Tue Mar 20 11:45:57 +0000 2018,0.0,1.0,0.0,Former Vice President Joe Biden will meet with Latino leaders at a fundraiser in Miami today https://t.co/sWcY9CXY0L https://t.co/VyVTe1T19P,63,@CNN
-0.25,Tue Mar 20 11:30:15 +0000 2018,0.1,0.9,0.0,"Possible tornadoes were reported to have torn apart homes, shredded buildings and knocked down power lines and tree… https://t.co/TXsjyjVDir",64,@CNN
-0.7506,Tue Mar 20 11:19:03 +0000 2018,0.46,0.404,0.136,How your next meal could help fight depression and stress https://t.co/cCJz0V12Ch https://t.co/fSeewTLfUu,65,@CNN
-0.5994,Tue Mar 20 11:06:48 +0000 2018,0.196,0.804,0.0,"5 things for Tuesday:

- Russia investigation
- ISIS in Syria
- Self-driving car death
- China &amp; Taiwan
- Turpin ch… https://t.co/hoVqpGDsb8",66,@CNN
0.0,Tue Mar 20 10:51:45 +0000 2018,0.0,1.0,0.0,BREAKING: An explosion overnight at a FedEx facility near San Antonio may be linked with four recent blasts in Aust… https://t.co/tnjvBwBl1g,67,@CNN
0.0,Tue Mar 20 10:41:37 +0000 2018,0.0,1.0,0.0,The data scientist who gathered info on millions of Facebook users for a firm tied to Trump's campaign says he'd be… https://t.co/K5Yh5bcdSA,68,@CNN
-0.5423,Tue Mar 20 10:27:38 +0000 2018,0.143,0.857,0.0,Tens of millions of people in some of the world's poorest areas could be displaced by climate change in just a few… https://t.co/NVtwsC6Npy,69,@CNN
-0.1027,Tue Mar 20 10:14:36 +0000 2018,0.145,0.726,0.129,The world's last male northern white rhino has died. Now experts are turning to science to save the subspecies https://t.co/7uqlVnwKS9,70,@CNN
0.25,Tue Mar 20 08:44:25 +0000 2018,0.0,0.895,0.105,US President Trump has signed an executive order banning US citizens from buying Venezuela's newly created cryptocu… https://t.co/oOwF0OTrNm,71,@CNN
0.0,Tue Mar 20 08:31:41 +0000 2018,0.0,1.0,0.0,This village in China is a modern-day shrine to President Xi Jinping. CNN paid a visit and were followed by securit… https://t.co/CFX3QycJcJ,72,@CNN
-0.8979,Tue Mar 20 08:19:01 +0000 2018,0.398,0.602,0.0,"""All acts and tricks to split the motherland are doomed to failure and will be condemned by the people and punished… https://t.co/oD9PrLELgu",73,@CNN
0.0,Tue Mar 20 08:07:55 +0000 2018,0.0,1.0,0.0,Delta Airlines misrouted an Idaho man's 8-week-old puppy on a cross-country trip -- landing in Las Vegas and Salt L… https://t.co/FOkdT3e1Y7,74,@CNN
0.0,Tue Mar 20 08:01:01 +0000 2018,0.0,1.0,0.0,"Neanderthals, Denisovans and our ancestors were mixing and mingling a long time ago -- and some of our genetics can… https://t.co/VkXGPKzK9N",75,@CNN
-0.7269,Tue Mar 20 07:53:09 +0000 2018,0.276,0.724,0.0,"The Cambridge Analytica scandal has done immense damage to the Facebook brand, sources across the company believe… https://t.co/EjcHYYvul9",76,@CNN
0.34,Tue Mar 20 07:42:06 +0000 2018,0.0,0.882,0.118,"Facebook's value plunges $37 billion on news that data firm Cambridge Analytica, which had ties to Trump's campaign… https://t.co/2N2l7AoNZ7",77,@CNN
-0.3818,Tue Mar 20 07:31:09 +0000 2018,0.106,0.894,0.0,Patients who visit emergency rooms are getting hit with sky-high bills. Spending on an ER visit in the US rose to $… https://t.co/1TvD7xi3ZD,78,@CNN
0.0,Tue Mar 20 07:17:12 +0000 2018,0.0,1.0,0.0,"How a designer got his scarf into ""Black Panther"" https://t.co/PZFJ6EQBGX https://t.co/5afeV6hll3",79,@CNN
0.0,Tue Mar 20 07:01:03 +0000 2018,0.0,1.0,0.0,This single mother and her four children were living out of their car. Then a cop decided he had to do something.… https://t.co/OHbvJtH2mU,80,@CNN
0.0,Tue Mar 20 06:57:03 +0000 2018,0.0,1.0,0.0,The US announces the start date for its annual military exercises with South Korea as President Trump readies for a… https://t.co/XhKwzBWxnI,81,@CNN
0.0,Tue Mar 20 06:44:27 +0000 2018,0.0,1.0,0.0,Correction: This story has been updated to clarify that Sudan was a northern white rhino. https://t.co/sxb8eAeKcT https://t.co/3IAFpojlJK,82,@CNN
-0.1027,Tue Mar 20 06:33:32 +0000 2018,0.145,0.726,0.129,The world's last male white rhino has died leaving only two females left to save the species from extinction.… https://t.co/mN92F0nLwL,83,@CNN
0.25,Tue Mar 20 06:31:07 +0000 2018,0.212,0.481,0.308,9/11 hero who saved hundreds dies of cancer at age 45 https://t.co/RsYz8zDVX4 https://t.co/eAW7TRsPyD,84,@CNN
-0.7717,Tue Mar 20 06:10:42 +0000 2018,0.325,0.675,0.0,"Amnesty International has accused the Nigerian army of failing to act on ""advance warnings"" given a few hours befor… https://t.co/OzUer6y6xw",85,@CNN
-0.2263,Tue Mar 20 06:06:33 +0000 2018,0.106,0.894,0.0,"Undercover British television report is ""edited and scripted to grossly misrepresent the nature of those conversati… https://t.co/DQbCb3eF1W",86,@CNN
0.25,Tue Mar 20 06:01:04 +0000 2018,0.0,0.889,0.111,President Trump has signed an executive order banning US citizens from buying Venezuela's newly created cryptocurre… https://t.co/atpoLD928t,87,@CNN
0.7269,Tue Mar 20 05:50:55 +0000 2018,0.0,0.747,0.253,"A military band plays out the delegates in the Great Hall of the People, ending the 13th National People's Congress… https://t.co/kpJXcbpoep",88,@CNN
0.0,Tue Mar 20 05:31:05 +0000 2018,0.0,1.0,0.0,Your personal information is Facebook's currency. It's bought and sold every day. https://t.co/6s4nc2UgOs,89,@CNN
-0.8979,Tue Mar 20 05:26:27 +0000 2018,0.398,0.602,0.0,"""All acts and tricks to split the motherland are doomed to failure and will be condemned by the people and punished… https://t.co/MbjE8JbxyM",90,@CNN
0.0,Tue Mar 20 05:21:27 +0000 2018,0.0,1.0,0.0,"""Trump is Nixon on steroids and stilts.""

John Dean, who served as White House counsel for President Richard Nixon… https://t.co/BwMCukpgiN",91,@CNN
-0.6124,Tue Mar 20 05:10:16 +0000 2018,0.167,0.833,0.0,"Six months after Hurricane Maria devastated Puerto Rico, the news is the return of normalcy for some. But the road… https://t.co/EqmCCIZ98P",92,@CNN
-0.1689,Tue Mar 20 05:01:04 +0000 2018,0.094,0.906,0.0,"In 1999, there were more than 2 million pay phones across America. 100,000 are left today. https://t.co/YhVnkog7mu https://t.co/RdQyhgYJMW",93,@CNN
0.0,Tue Mar 20 04:57:54 +0000 2018,0.0,1.0,0.0,"(Correction) Ballerina Misty Copeland made history in 2015, becoming the 1st female African American principal danc… https://t.co/KX0wCvTVZ6",94,@CNN
-0.7269,Tue Mar 20 04:46:04 +0000 2018,0.276,0.724,0.0,"The Cambridge Analytica scandal has done immense damage to the Facebook brand, sources across the company believe… https://t.co/DdqhcY78x9",95,@CNN
0.0,Tue Mar 20 04:31:05 +0000 2018,0.0,1.0,0.0,96-year-old style icon Iris Apfel has become the oldest person ever to be immortalized as a Barbie doll… https://t.co/6dOW9LLZfx,96,@CNN
0.0,Tue Mar 20 04:21:24 +0000 2018,0.0,1.0,0.0,"Speaking at the closure of the 13th National People's Congress, Chinese President Xi Jinping delivered a confident,… https://t.co/OxfcUDYKkw",97,@CNN
-0.8126,Tue Mar 20 04:16:42 +0000 2018,0.33,0.67,0.0,"""President Trump is acting guilty as hell going after Mueller,"" says Democratic Sen. Chris Van Hollen… https://t.co/beD34Po0QU",98,@CNN
-0.7579,Tue Mar 20 04:14:25 +0000 2018,0.277,0.723,0.0,The studio co-founded by disgraced movie mogul Harvey Weinstein has been crippled by the sexual harassment and assa… https://t.co/gKN3STMjVu,99,@CNN
-0.6705,Tue Mar 20 19:40:00 +0000 2018,0.478,0.522,0.0,Judge temporarily blocks Mississippi's 15-week abortion ban https://t.co/lICLjs5Jkg,0,@FoxNews
0.0,Tue Mar 20 19:33:00 +0000 2018,0.0,1.0,0.0,Standoff underway with gunman at Panera Bread near Princeton University https://t.co/17HF0KDZpc,1,@FoxNews
-0.4019,Tue Mar 20 19:25:13 +0000 2018,0.172,0.828,0.0,"Southern California town stands up to state, votes to reject sanctuary law https://t.co/UCWhWd0DR2 https://t.co/MaTtdjwTLd",2,@FoxNews
0.0,Tue Mar 20 19:20:15 +0000 2018,0.0,1.0,0.0,"Obama 2012 campaign 'sucked' data from Facebook, former official says https://t.co/uwr2aNQvJm",3,@FoxNews
0.0,Tue Mar 20 19:04:13 +0000 2018,0.0,1.0,0.0,"Texas bomber is 'very sick,' 'we will get to the bottom of it,' #Trump says
  https://t.co/aMQSluJKd8",4,@FoxNews
0.3818,Tue Mar 20 18:54:48 +0000 2018,0.0,0.885,0.115,".@POTUS: ""My priority and the priority of my administration is to serve, protect, and defend the citizens of the Un… https://t.co/R8dS17CB2W",5,@FoxNews
-0.2732,Tue Mar 20 18:31:45 +0000 2018,0.182,0.69,0.128,".@POTUS: ""Democrats' priority is to protect criminals, not to do what's right for our country."" https://t.co/fTUaDMFjPQ",6,@FoxNews
0.4404,Tue Mar 20 18:29:18 +0000 2018,0.0,0.775,0.225,".@POTUS on sanctuary cities: ""We're looking to have safe cities."" https://t.co/6AY6AcDl2k",7,@FoxNews
0.6124,Tue Mar 20 18:28:09 +0000 2018,0.0,0.737,0.263,".@POTUS: ""Sanctuary cities and states like California put Americans at the mercy of hardened criminals."" https://t.co/Eu5NBfRrHc",8,@FoxNews
0.0,Tue Mar 20 18:23:08 +0000 2018,0.0,1.0,0.0,.@POTUS hosts a law enforcement roundtable on sanctuary cities https://t.co/glcoatPpJ0,9,@FoxNews
0.1761,Tue Mar 20 18:15:32 +0000 2018,0.095,0.779,0.125,.@PressSec: “The president has been very clear about the fact that there was no collusion between his campaign and… https://t.co/pegl4CWkF6,10,@FoxNews
0.0772,Tue Mar 20 18:10:43 +0000 2018,0.0,0.885,0.115,.@PressSec: “We want to continue to have a dialogue with Russia.” https://t.co/yMGUy8RMq6,11,@FoxNews
-0.3182,Tue Mar 20 18:09:42 +0000 2018,0.119,0.881,0.0,.@PressSec on Texas bombings and Maryland school shooting: “Our thoughts and prayers are with the victims involved… https://t.co/ktpF9xU9DW,12,@FoxNews
-0.5267,Tue Mar 20 18:04:57 +0000 2018,0.167,0.833,0.0,.@PressSec: “Sanctuary jurisdictions release thousands of criminal aliens out of our prisons and jails and back int… https://t.co/7gRmhrSju7,13,@FoxNews
0.4767,Tue Mar 20 18:01:27 +0000 2018,0.0,0.846,0.154,"RT @FoxBusiness: .@PressSec: ""The @POTUS was proud to issue a proclamation declaring today the 45th annual Ag Day."" https://t.co/gLBI1Ezdms",14,@FoxNews
0.0,Tue Mar 20 17:54:26 +0000 2018,0.0,1.0,0.0,.@PressSec Sarah Sanders holds a briefing.  https://t.co/jrv6A3E2QF,15,@FoxNews
0.0,Tue Mar 20 17:45:00 +0000 2018,0.0,1.0,0.0,"Trump: Texas bomber is 'very sick,' says 'we will get to the bottom of it' https://t.co/SbphlBjk9v https://t.co/B6wwp7YDu6",16,@FoxNews
-0.3182,Tue Mar 20 17:42:56 +0000 2018,0.161,0.839,0.0,VIDEO: Tempers Flare as California City Opts Out of State's Sanctuary Law https://t.co/3OqABttkCi,17,@FoxNews
-0.4767,Tue Mar 20 17:30:21 +0000 2018,0.22,0.78,0.0,Maryland Governor @LarryHogan: “Our hearts are broken. We’re extremely saddened.” https://t.co/fQM8o6NGry https://t.co/jwVQXV9O6r,18,@FoxNews
0.0,Tue Mar 20 17:24:57 +0000 2018,0.0,1.0,0.0,News conference underway on Maryland school shooting https://t.co/fQM8o6NGry https://t.co/yln8IxxNZb,19,@FoxNews
-0.7184,Tue Mar 20 17:15:44 +0000 2018,0.261,0.739,0.0,"Breaking News: Minneapolis cop who fatally shot unarmed Australian woman in 2017 turns himself in, charged with mur… https://t.co/CpmXiihkWq",20,@FoxNews
0.0,Tue Mar 20 17:03:09 +0000 2018,0.0,1.0,0.0,"RT @EricShawnTV: If @POTUS @realDonaldTrump fires #RobertMueller, @TheDemocrats Rep. @RepSwalwell tells @FoxNews: ""Americans would take to…",21,@FoxNews
0.0,Tue Mar 20 16:53:01 +0000 2018,0.0,1.0,0.0,.@jasoninthehouse: “I don’t believe that Jeff Sessions is up to the job. I think the attorney general is inept and… https://t.co/KtkLqzkrFb,22,@FoxNews
0.0,Tue Mar 20 16:44:26 +0000 2018,0.0,1.0,0.0,"JUST IN: @POTUS: Texas bomber is 'very sick,' says 'we will get to the bottom of it' https://t.co/X6tqZknk4Z",23,@FoxNews
-0.5994,Tue Mar 20 16:37:16 +0000 2018,0.262,0.738,0.0,"100-year-old runner, a World War II vet, sets 5 new world track records https://t.co/0mJ8ZVGtX4",24,@FoxNews
0.0,Tue Mar 20 16:35:08 +0000 2018,0.0,1.0,0.0,".@POTUS: “I had a call with President Putin and congratulated him on the victory, his electoral victory… We will pr… https://t.co/NGgamhJmKt",25,@FoxNews
-0.5956,Tue Mar 20 16:31:46 +0000 2018,0.185,0.815,0.0,".@POTUS: “The bombings in Austin are terrible… This is obviously a very, very sick individual or maybe individuals.” https://t.co/mwzDwHD6gg",26,@FoxNews
0.0,Tue Mar 20 16:05:37 +0000 2018,0.0,1.0,0.0,College student reinstated after 18-day exile from Christianity class for gender speech (via @calebparke) https://t.co/BGlUJQvOVa,27,@FoxNews
0.0,Tue Mar 20 16:03:24 +0000 2018,0.0,1.0,0.0,First day of spring arrives: 5 things to know about the vernal equinox https://t.co/JOBsioj868,28,@FoxNews
0.674,Tue Mar 20 16:00:54 +0000 2018,0.08,0.623,0.297,OPINION: Supreme Court should not allow California to force pro-life pregnancy centers to promote abortion https://t.co/BcQ2tnQo5l,29,@FoxNews
0.7506,Tue Mar 20 15:54:47 +0000 2018,0.0,0.632,0.368,.@Walmart customer's kind gesture for veteran goes viral: 'I'm grateful for you' https://t.co/ILmK3OL7Eu,30,@FoxNews
0.5994,Tue Mar 20 15:46:17 +0000 2018,0.0,0.671,0.329,"House GOP leaders McCarthy, Scalise join calls for second special counsel https://t.co/4mNPCakvKX",31,@FoxNews
-0.4215,Tue Mar 20 15:46:00 +0000 2018,0.268,0.606,0.126,"Silence from Zuckerberg, Sandberg on Facebook scandal like putting 'gasoline on the fire' https://t.co/DDmREhgSaF… https://t.co/iEzajw3ELX",32,@FoxNews
-0.34,Tue Mar 20 15:44:38 +0000 2018,0.156,0.844,0.0,Man with gun reported at Panera Bread restaurant near Princeton University (via: @luciasuarezsang) https://t.co/4tG0INB8d5,33,@FoxNews
-0.4404,Tue Mar 20 15:41:32 +0000 2018,0.29,0.539,0.17,"JUST IN: Shooter dead, two injured after shooting at Great Mills High School in Maryland https://t.co/PR7p3gulEQ",34,@FoxNews
0.0,Tue Mar 20 15:34:29 +0000 2018,0.0,1.0,0.0,Officials give an update on the school shooting in Maryland https://t.co/fQM8o6NGry https://t.co/FkV7sdojWv,35,@FoxNews
-0.128,Tue Mar 20 15:28:00 +0000 2018,0.168,0.694,0.139,"Facebook data scandal: Social network's security chief in spotlight, reportedly leaving this year… https://t.co/7a8acG1dsQ",36,@FoxNews
-0.25,Tue Mar 20 15:18:24 +0000 2018,0.2,0.8,0.0,Expelled Russian diplomats begin trek back to Moscow https://t.co/jfxuSx4KFH,37,@FoxNews
0.6249,Tue Mar 20 15:17:40 +0000 2018,0.0,0.76,0.24,Shooting at Great Mills High School in Maryland injures at least three people https://t.co/PR7p3gulEQ,38,@FoxNews
0.0,Tue Mar 20 15:14:03 +0000 2018,0.0,1.0,0.0,"Spring nor'easter could bring upwards of 18 inches of snow, hampering Wednesday commute https://t.co/mk24na0mFc",39,@FoxNews
0.296,Tue Mar 20 15:10:58 +0000 2018,0.0,0.872,0.128,Crews Work to Restore Puerto Rico’s Power Grid Six Months after Hurricane Maria; @BryanLlenas reports https://t.co/KwHQaB0f5x,40,@FoxNews
0.0,Tue Mar 20 15:10:14 +0000 2018,0.0,1.0,0.0,Authorities hold news conference on explosion at Texas @FedEx plant https://t.co/X5flwoWkDc https://t.co/hoJFFi0daN,41,@FoxNews
0.4005,Tue Mar 20 15:00:26 +0000 2018,0.0,0.881,0.119,".@RepSwalwell: “If the president is completely innocent, he should just cooperate and get out of the way of this in… https://t.co/3fTIQNRzOa",42,@FoxNews
-0.7579,Tue Mar 20 14:59:51 +0000 2018,0.302,0.698,0.0,.@RepSwalwell: “I think it would cause a constitutional crisis if the president were able to fire [Mueller].” https://t.co/oQpFv4Jmdg,43,@FoxNews
0.0,Tue Mar 20 14:54:42 +0000 2018,0.0,1.0,0.0,.@RepSwalwell: “We should act immediately to preserve Bob Mueller’s role.” https://t.co/pfJtzoMCpg,44,@FoxNews
-0.4019,Tue Mar 20 14:51:47 +0000 2018,0.184,0.816,0.0,"Southern California town stands up to state, votes to reject sanctuary law https://t.co/UCWhWd0DR2",45,@FoxNews
0.0,Tue Mar 20 14:50:58 +0000 2018,0.0,1.0,0.0,RT @MikeEmanuelFox: Congress still wrestling with a $1.3 trillion Omnibus funding package-facing a Friday night deadline-from @AmericaNewsr…,46,@FoxNews
-0.5574,Tue Mar 20 14:48:56 +0000 2018,0.175,0.825,0.0,".@RajShah45: “We think that the DACA program, which President Obama put into effect, is illegal and unconstitutiona… https://t.co/4LUKeEULYx",47,@FoxNews
0.4939,Tue Mar 20 14:45:51 +0000 2018,0.0,0.868,0.132,.@RajShah45: “We remain confident that by the end of the week we’re going to have a funding bill that funds this Wh… https://t.co/RI6EK8Tmj4,48,@FoxNews
-0.5065,Tue Mar 20 14:41:33 +0000 2018,0.204,0.743,0.052,".@RajShah45: “The president maintains that there was no collusion, no obstruction in this matter and… once the spec… https://t.co/cFXXkLBS4m",49,@FoxNews
0.0,Tue Mar 20 14:34:20 +0000 2018,0.0,1.0,0.0,.@VP Mike Pence delivers remarks commemorating @POTUS’s National Agriculture Day proclamation. https://t.co/fJArfSD6YY,50,@FoxNews
-0.6979,Tue Mar 20 14:32:40 +0000 2018,0.285,0.715,0.0,"RT @FoxBusiness: ""We aren't interested in being PC, we aren't interested in being packaged, we're interested in being authentic.""

@EKANard…",51,@FoxNews
0.0,Tue Mar 20 14:28:45 +0000 2018,0.0,1.0,0.0,".@newtgingrich: “Every time the president tweets about Robert Mueller, he makes Mueller bigger and more important.” https://t.co/njql6cmpCp",52,@FoxNews
0.0,Tue Mar 20 14:18:16 +0000 2018,0.0,1.0,0.0,RT @FoxBusiness: #BreakingNews: @FedEx responds to explosion at facility near San Antonio. https://t.co/cD1ujWSnFY,53,@FoxNews
0.4939,Tue Mar 20 14:17:52 +0000 2018,0.0,0.856,0.144,"RT @FoxBusiness: .@charlipence on @iamjohnoliver's parody book on the second family's pet bunny: ""His book is contributing to charities tha…",54,@FoxNews
0.0,Tue Mar 20 14:00:08 +0000 2018,0.0,1.0,0.0,.@GOP leaders hold a news conference https://t.co/5IYWv0tMVJ,55,@FoxNews
0.3612,Tue Mar 20 13:37:05 +0000 2018,0.0,0.839,0.161,.@cvpayne on Wealthy Dems' Town Hall on Income Inequality: The 'Hypocrisy' Goes On https://t.co/Yt7Vex0DUO,56,@FoxNews
0.0,Tue Mar 20 13:22:50 +0000 2018,0.0,1.0,0.0,Disney to make live-action 'Lady and the Tramp' adaptation https://t.co/wB774V3s96,57,@FoxNews
0.4019,Tue Mar 20 13:17:54 +0000 2018,0.0,0.886,0.114,.@SenJohnKennedy: “The real issue in the budget is how can we properly fund the fence? How can we properly help our… https://t.co/q9jaM1xYVx,58,@FoxNews
-0.3818,Tue Mar 20 13:14:58 +0000 2018,0.191,0.809,0.0,.@SenJohnKennedy: “We need a budget. It’s embarrassing that we don’t have one.” https://t.co/GVm2rr98Zf,59,@FoxNews
0.0,Tue Mar 20 13:11:45 +0000 2018,0.0,1.0,0.0,"Device explodes in FedEx building outside San Antonio, police say (via @RyanGaydos @travfed)  https://t.co/fqlCo4ZcKf",60,@FoxNews
0.0,Tue Mar 20 12:56:56 +0000 2018,0.0,1.0,0.0,"RT @FoxBusiness: Volkswagen to build new SUV at Tennessee plant, invest $340M https://t.co/zGiebJcleQ https://t.co/82YePpALMY",61,@FoxNews
-0.4215,Tue Mar 20 12:55:20 +0000 2018,0.152,0.784,0.064,.@PressSec: “Sanctuary cities are a dangerous thing… When cities start picking and choosing laws that they want to… https://t.co/6uaFY6NomM,62,@FoxNews
0.0,Tue Mar 20 12:50:16 +0000 2018,0.0,1.0,0.0,.@PressSec: “The Democrats would much rather use DACA recipients as pawns instead of actually putting real solution… https://t.co/jglYrrBerZ,63,@FoxNews
0.6249,Tue Mar 20 12:43:18 +0000 2018,0.0,0.745,0.255,"JUST IN: Shooting at Great Mills High School in Maryland, school confirms https://t.co/PR7p3gulEQ",64,@FoxNews
-0.3182,Tue Mar 20 12:33:00 +0000 2018,0.231,0.769,0.0,.@JessicaTarlov: “I think Hillary Clinton is genuinely sorry that she offended anyone.” https://t.co/UOh5woSUKR,65,@FoxNews
-0.7269,Tue Mar 20 12:26:59 +0000 2018,0.604,0.396,0.0,Austin package bomb attacks timeline https://t.co/i519X5gFs5,66,@FoxNews
-0.8176,Tue Mar 20 12:12:41 +0000 2018,0.349,0.651,0.0,China's Xi takes swipe at Trump's new 'doomed to failure' Taiwan policy in nationalistic speech https://t.co/gMVXLkYPSs,67,@FoxNews
0.1695,Tue Mar 20 11:58:45 +0000 2018,0.124,0.715,0.161,Shelley Hasselbrink on @foxandfriends: “We need to not support illegal anything in our city.”… https://t.co/nt2OQNrDi7,68,@FoxNews
-0.296,Tue Mar 20 11:51:24 +0000 2018,0.216,0.784,0.0,Students volunteer to lower and fold flag @foxandfriends https://t.co/Z2a5vECREF,69,@FoxNews
0.0,Tue Mar 20 11:40:50 +0000 2018,0.0,1.0,0.0,"Device explodes in FedEx building outside San Antonio, police say https://t.co/X5flwoWkDc https://t.co/WT7b1ypnLm",70,@FoxNews
-0.2263,Tue Mar 20 11:33:15 +0000 2018,0.079,0.921,0.0,Mark Penn on @HillaryClinton: “It’s time for her to talk about the issues that she spent her life on. Forget the el… https://t.co/YrJzEDXDAD,71,@FoxNews
-0.4767,Tue Mar 20 11:15:08 +0000 2018,0.272,0.728,0.0,John Oliver slammed for 'controversial and partisan' mockery of Pence family bunny https://t.co/VZBU4q9OV2,72,@FoxNews
0.0516,Tue Mar 20 11:11:58 +0000 2018,0.168,0.652,0.179,OPINION: Cal Thomas: California's pro-abortion FACT Act is an attack on free speech https://t.co/GVHx2n5X6M,73,@FoxNews
0.0,Tue Mar 20 11:08:29 +0000 2018,0.0,1.0,0.0,.@Judgenap and @foxandfriends: “Congress and the states can’t force speech…The government can’t force you to expres… https://t.co/r0onh4zRKS,74,@FoxNews
-0.4019,Tue Mar 20 11:03:21 +0000 2018,0.184,0.816,0.0,"Southern California town stands up to state, votes to reject sanctuary law https://t.co/UCWhWd0DR2",75,@FoxNews
